word	length	syllables	senses	synonyms	hyponyms	hypernyms	subtitles	simple	subtlex
altering	8	3	6	11	417	4	-19.5	-20.2	-19.2
alternate	9	3	10	13	2	6	-17.2	-15.4	-16.9
alternative	11	4	4	4	7	1	-15.9	-13.2	-15.5
alternatively	13	5	1	2	0	0	-21.1	-16.1	-22
alternatives	12	4	1	3	7	1	-18.8	-17.7	-18
although	8	2	0	0	0	0	-13.4	-10.8	-13.3
altitude	8	3	3	4	3	3	-17.4	-15.4	-16.7
alto	4	2	8	2	1	3	-19.3	-15.6	-18.3
altogether	10	4	4	13	0	1	-16.4	-16.2	-16
aluminium	9	4	1	3	2	1	-20.4	-15.1	-20.8
aluminum	8	4	1	3	2	1	-17.8	-15.8	-17.5
alumni	6	3	1	5	2	1	-18	-17.1	-17.9
alvin	5	2	0	0	0	0	-16.9	-16.8	-24.4
always	6	2	5	7	0	0	-9.5	-11.4	-9.3
alzheimer	9	3	0	0	0	0	-17.9	-17.4	-18
am	2	1	16	20	185	7	-26.4	-22.2	-24.4
amanda	6	3	0	0	0	0	-15.1	-17	-24.4
amarillo	8	4	1	1	0	0	-20.5	-20.2	-19.2
amateur	7	3	4	5	4	2	-16	-14.6	-16
amateurs	8	3	2	1	4	2	-17.2	-17.1	-16.9
amatuer	7	3	0	0	0	0	-26.4	-22.2	-24.4
amature	7	3	0	0	0	0	-26.4	-22.2	-24.4
amazed	6	2	3	22	4	2	-16.4	-18.1	-16.3
amazing	7	3	4	23	4	2	-12.1	-15.5	-12.3
amazon	6	3	4	3	0	3	-16.9	-15	-17.2
ambassador	10	4	2	1	1	2	-15.9	-15.4	-14.9
amber	5	2	3	3	0	2	-15.6	-16.5	-15.5
ambien	6	3	0	0	0	0	-20.7	-22.2	-24.4
ambient	7	3	1	0	0	0	-20.1	-18	-19.7
ambiguous	9	4	3	1	0	0	-19.1	-17.5	-19.2
ambition	8	3	3	3	5	3	-16.4	-17.7	-16.3
ambitious	9	3	2	1	0	0	-16.9	-17.2	-16.4
ambulance	9	3	1	0	1	1	-14.6	-16	-14.2
amc	3	3	0	0	0	0	-21.6	-19.6	-24.4
amd	3	3	1	2	0	1	-21.9	-18.2	-24.4
amen	4	2	1	3	0	1	-14.5	-17.8	-14
amend	5	2	3	8	25	3	-19.5	-18.6	-19.1
amended	7	3	5	9	25	3	-20.6	-17.6	-20.1
amending	8	3	3	9	25	3	-22.7	-21.2	-23.4
amendment	9	3	2	0	0	2	-17.6	-15.6	-16.7
amendments	10	3	2	1	0	2	-20.4	-18	-20.1
amenities	9	4	2	5	0	2	-19.6	-19	-19.1
america	7	4	2	8	0	0	-12.7	-10.7	-12.4
american	8	4	5	3	75	2	-12.7	-9.5	-12
americana	9	5	1	1	0	1	-20.1	-18.9	-19.2
americans	9	4	3	3	75	2	-14.8	-13.2	-14
americas	8	4	2	8	0	0	-20.4	-14.9	-19.6
ames	4	1	0	0	0	0	-18.1	-19	-24.4
amethyst	8	3	2	0	0	2	-21.4	-18.1	-21.8
amherst	7	2	0	0	0	0	-21.4	-17.5	-24.4
amid	4	2	0	0	0	0	-19.5	-18.4	-18.9
amino	5	3	2	2	1	1	-19.8	-15.4	-19.4
ammunition	10	4	3	1	7	3	-17.1	-16.6	-16.1
amnesty	7	3	4	2	0	4	-18.6	-17	-18.3
among	5	2	0	0	0	0	-14	-11.6	-13.6
amongst	7	2	0	0	0	0	-15.9	-14.6	-15.9
amount	6	2	7	9	51	6	-14.2	-12.1	-14.1
amounts	7	2	7	10	51	6	-17.4	-13.6	-16.9
amp	3	1	2	5	0	2	-19.4	-19.2	-17.8
ampland	7	3	0	0	0	0	-26.4	-22.2	-24.4
ample	5	2	3	6	0	0	-18	-18.7	-17.8
amplifier	9	4	1	0	3	1	-19.6	-17.7	-20.4
amplifiers	10	4	1	1	3	1	-22.2	-16.8	-21.8
amplitude	9	3	3	2	2	3	-22.4	-16.9	-21.8
amps	4	3	2	6	0	2	-20	-20.6	-18.8
amusement	9	3	2	1	6	2	-16.8	-16.4	-16.8
amusing	7	3	4	11	1	2	-15.8	-17.9	-15.5
amy	3	2	0	0	0	0	-13.2	-15.4	-13.1
an	2	1	1	2	0	1	-26.4	-22.2	-24.4
ana	3	2	2	1	0	1	-16.6	-15.6	-16.3
anaheim	7	3	1	1	0	0	-20.7	-16	-20
analog	6	3	2	3	1	1	-20.9	-15.1	-20.8
analogous	9	4	2	1	0	0	-22.2	-17.7	-22.4
analogue	8	3	2	3	1	1	-21.6	-22.2	-22
analogy	7	4	3	1	0	3	-18.6	-16.9	-18.5
analyse	7	3	4	10	18	1	-19.3	-22.2	-18.9
analysed	8	3	4	11	18	1	-20.5	-22.2	-19.8
analyses	8	4	10	15	34	7	-21.3	-17.8	-21.6
analysis	8	4	6	3	16	6	-16.1	-14	-15.2
analyst	7	3	3	1	7	2	-17.9	-17.7	-16.9
analysts	8	3	3	2	7	2	-20.1	-17.9	-18.6
analytic	8	4	4	2	0	0	-22.2	-17.7	-22.4
analytical	10	5	2	1	0	0	-20.1	-17.6	-19.5
analytics	9	4	0	0	0	0	-24.8	-21.2	-24.4
analyze	7	3	4	10	18	1	-17.4	-17.1	-17
analyzed	8	3	5	11	18	1	-18.3	-17.2	-17.6
analyzer	8	4	1	1	0	1	-20.4	-20.6	-19.7
analyzing	9	4	4	11	18	1	-18.5	-17.7	-17.8
anatomy	7	4	3	14	14	3	-17.6	-15.6	-17
ancestors	9	3	1	5	5	1	-16.1	-14.8	-16.2
ancestry	8	3	2	14	4	2	-20.2	-16	-19.8
anchor	6	2	5	11	4	4	-16.3	-15.8	-15.8
anchorage	9	3	5	2	2	4	-19	-16.7	-19.2
ancient	7	2	4	1	0	2	-14.4	-11.4	-14.3
and	3	1	0	0	0	0	-26.4	-22.2	-24.4
andersen	8	3	1	2	0	0	-18.8	-17.7	-24.4
anderson	8	3	5	9	0	0	-15.8	-14.8	-14.8
andorra	7	3	1	2	0	0	-22.1	-17.7	-24.4
andre	5	2	0	0	0	0	-16.2	-17.9	-16
andrea	6	3	0	0	0	0	-15.9	-15.4	-24.4
andreas	7	3	0	0	0	0	-17.8	-16.3	-24.4
andrew	6	2	1	4	0	0	-14.8	-13.7	-14.3
andrews	7	2	2	6	0	0	-16.8	-16.2	-24.4
andy	4	2	0	0	0	0	-13.4	-15.2	-24.4
angel	5	2	4	6	7	3	-13.4	-14	-12.4
angela	6	3	0	0	0	0	-14.5	-14.1	-24.4
angeles	7	3	0	0	0	0	-15.3	-12.6	-13.8
angelina	8	4	0	0	0	0	-17.5	-18.1	-18.5
angelo	6	3	0	0	0	0	-16.2	-17	-24.4
angels	6	2	4	7	7	3	-15.2	-15	-14.8
anger	5	2	5	6	20	5	-14.6	-15.3	-14.4
angie	5	2	0	0	0	0	-16	-18.1	-24.4
angle	5	2	8	7	39	8	-15.2	-13.9	-14.8
angles	6	2	8	8	39	8	-17.5	-15.3	-17
anglo	5	2	0	0	0	0	-21.5	-18.7	-21.8
angry	5	2	3	4	0	0	-12.5	-13.5	-12.8
anguilla	8	3	2	2	0	1	-22.5	-17.9	-24.4
angular	7	3	2	1	0	0	-21.2	-15.9	-21.6
animal	6	3	2	8	47	1	-13.3	-12.1	-13.2
animals	7	3	1	6	47	1	-13.3	-11	-13.4
animated	8	4	6	18	3	3	-18	-13.4	-18.4
animation	9	4	6	9	5	6	-17.6	-14.5	-18.4
animations	10	4	6	10	5	6	-23.1	-17.3	-24.4
anime	5	3	2	2	0	2	-20	-13.7	-21.8
anita	5	3	0	0	0	0	-16.2	-17.2	-24.4
ankle	5	2	1	3	0	1	-15.8	-16.7	-15.7
ann	3	1	0	0	0	0	-14.8	-15.1	-14
anna	4	2	1	0	0	2	-14	-14.2	-13.6
anne	4	1	1	1	0	0	-14.8	-13.4	-14.3
annex	5	2	3	3	2	3	-19	-18.5	-18.9
annie	5	2	0	0	0	0	-13.7	-16.3	-13.6
anniversary	11	5	1	1	12	1	-14.4	-14.8	-14.5
annotate	8	3	2	3	0	2	-26.4	-22.2	-22.8
annotated	9	4	2	4	0	2	-24.1	-20.6	-22.8
annotation	10	4	2	3	5	2	-24.4	-21.2	-24.4
announce	8	2	4	6	12	4	-15.3	-17.2	-15.4
announced	9	2	5	8	12	4	-16.4	-12.6	-16.2
announcement	12	3	2	4	8	1	-15.3	-16.1	-15.3
announcements	13	3	2	5	8	1	-18.2	-17.7	-18.3
announces	9	3	4	7	12	4	-19.1	-18.9	-18.5
announcing	10	3	4	7	12	4	-17.6	-17.2	-17.4
annoying	8	3	3	28	9	2	-14.7	-17.8	-15.2
annual	6	3	4	3	3	2	-15.8	-13.6	-15.8
annually	8	4	2	6	0	0	-20.1	-15.5	-19.7
annuity	7	4	1	1	4	1	-21.4	-20.2	-20.2
annum	5	2	1	0	0	1	-21.7	-19.2	-22
anonymous	9	4	2	1	0	0	-15.9	-16.3	-15.6
another	7	3	1	1	0	0	-10	-10	-9.7
answer	6	2	15	11	19	12	-11.5	-14	-11.2
answered	8	2	10	7	11	8	-15.2	-16.2	-14.8
answering	9	3	11	8	11	8	-15	-17.3	-14.9
answers	7	2	15	12	19	12	-14.4	-15.2	-13.8
ant	3	1	1	2	9	1	-16.3	-15.9	-16.3
antarctic	9	3	2	4	0	0	-19.7	-15.4	-19.4
antarctica	10	4	1	2	0	0	-19	-14.9	-18.6
antenna	7	3	3	3	3	3	-17.3	-16.4	-17.4
antennas	8	3	3	4	3	3	-20.1	-17.7	-19.9
anterior	8	4	3	2	1	1	-19.8	-18.4	-18.8
anthology	9	4	1	0	3	1	-21.1	-16.8	-20.6
anthony	7	3	2	9	0	0	-15.3	-14.6	-14.8
anthropology	12	5	1	0	5	1	-18.8	-16.6	-18.3
anti	4	2	2	0	0	1	-18.9	-18.9	-19.7
antibiotic	10	5	2	1	42	1	-19.9	-17	-19.3
antibiotics	11	5	1	2	42	1	-17.6	-16	-16.8
antibodies	10	4	1	1	11	1	-20.6	-16.4	-19.5
antibody	8	4	1	0	11	1	-21.4	-18.2	-20.7
anticipate	10	4	6	14	11	6	-18	-21.2	-17.4
anticipated	11	5	7	17	11	6	-17.9	-17.2	-17.3
anticipation	12	5	4	4	7	4	-18.1	-19.4	-17.4
antigen	7	3	1	0	5	1	-23.6	-17.4	-20.1
antigua	7	3	1	1	0	0	-21.5	-17.1	-24.4
antilles	8	3	1	1	0	0	-22.4	-16	-21.8
antique	7	2	7	13	0	4	-15.9	-17.8	-16.1
antiques	8	2	4	6	0	4	-16.9	-20.2	-17.3
antivirus	9	4	0	0	0	0	-21.1	-17.7	-24.4
anton	5	2	0	0	0	0	-16.8	-15.3	-24.4
antonio	7	4	0	0	0	0	-15.3	-14.5	-16.1
anxiety	7	4	2	1	14	2	-16.2	-16.5	-15.9
anxious	7	2	2	5	0	0	-15.4	-18.1	-14.9
any	3	2	2	2	0	0	-26.4	-22.2	-24.4
anybody	7	4	0	0	0	0	-11.6	-16.2	-10.9
anymore	7	3	1	1	0	0	-11.3	-14.6	-11.1
anyone	6	3	0	0	0	0	-10.8	-13.4	-10.7
anything	8	3	0	0	0	0	-9.2	-12.9	-8.9
anytime	7	3	0	0	0	0	-14.6	-18.5	-14.1
anyway	6	3	2	5	0	0	-10.9	-15.9	-10.8
anyways	7	3	1	5	0	0	-15.7	-22.2	-15.6
anywhere	8	3	1	1	0	0	-12.5	-14.6	-12.2
ap	2	2	0	0	0	0	-18.2	-17.7	-17.7
apa	3	3	0	0	0	0	-21.1	-20.6	-22.8
apache	6	3	3	1	2	3	-18.7	-17.9	-16.4
apart	5	2	8	4	0	0	-13.2	-13.1	-13.1
apartment	9	3	1	1	11	1	-12.6	-15.5	-12.3
apartments	10	3	1	2	11	1	-16.8	-17	-16.6
aperture	8	3	3	0	5	3	-20.5	-16.4	-20.6
apex	4	2	2	5	2	2	-19.8	-17.4	-18.9
aphrodite	9	4	1	2	0	0	-18.3	-16.8	-17.7
api	3	3	0	0	0	0	-23.8	-17.7	-24.4
apis	4	3	1	2	0	1	-22.5	-19.4	-24.4
apnic	5	3	0	0	0	0	-26.4	-22.2	-24.4
apocalypse	10	4	2	4	0	1	-17.2	-17.1	-17.4
apollo	6	3	1	3	0	0	-16.3	-15.1	-15.9
apologize	9	4	2	5	3	1	-13.1	-18.7	-13.1
apology	7	4	3	2	0	3	-14.7	-18	-14.7
apoptosis	9	4	1	2	0	1	-26.4	-18.6	-24.4
app	3	1	0	0	0	0	-16.4	-18.4	-21.4
appalachian	11	4	2	1	0	1	-21.7	-17.3	-22
apparatus	9	4	2	1	29	2	-18.4	-16.8	-18.1
apparel	7	3	2	11	16	2	-19	-19.9	-19.2
apparent	8	3	2	7	0	0	-17.6	-15.7	-16.6
apparently	10	4	2	9	0	0	-13.3	-15.2	-13.1
appeal	6	2	9	9	13	8	-15.6	-15	-15
appealed	8	2	5	3	4	4	-19.6	-17.7	-18.6
appealing	9	3	7	6	4	4	-17.6	-18.1	-17
appeals	7	2	9	10	13	8	-18.3	-17.2	-17.3
appear	6	2	7	4	39	3	-14.3	-12.7	-14.1
appearance	10	3	6	4	39	6	-15.2	-13.3	-15.2
appearances	11	4	6	5	39	6	-17	-14.7	-17.1
appeared	8	2	7	5	39	3	-15.6	-12	-15.4
appearing	9	3	8	7	39	4	-17.6	-15	-17.5
appears	7	2	7	5	39	3	-14.5	-13	-14.3
appellant	9	3	2	2	0	1	-24.4	-22.2	-21.6
appendix	8	3	2	3	2	2	-17.3	-17	-17.3
appetite	8	3	1	2	2	1	-15.5	-17.5	-15.5
appl	4	3	0	0	0	0	-24.1	-22.2	-24.4
apple	5	2	2	2	3	3	-14.2	-13.2	-14.1
applegate	9	3	0	0	0	0	-19.2	-21.2	-24.4
apples	6	2	2	3	3	3	-15.5	-15.5	-15.6
applet	6	2	1	0	0	1	-25.4	-20.2	-24.4
appliance	9	3	2	7	6	2	-19	-18.9	-19
appliances	10	4	2	8	6	2	-18	-17.9	-18.6
applicability	13	6	1	2	1	1	-26.4	-22.2	-23.4
applicable	10	4	1	0	0	0	-20.4	-16.8	-20.6
applicant	9	3	1	1	9	1	-19.1	-19.6	-19.4
applicants	10	3	1	2	9	1	-18.4	-20.2	-18.9
application	11	4	7	7	38	7	-15.7	-14.4	-15.4
applications	12	4	7	8	38	7	-17.8	-13.9	-17.1
applied	7	2	11	13	38	7	-16.3	-13.7	-16.1
applies	7	2	10	13	38	7	-17.7	-15.4	-17.4
apply	5	2	10	12	38	7	-15	-14.7	-15.1
applying	8	3	10	13	38	7	-17.2	-16.9	-16.8
appoint	7	2	3	4	8	2	-17.8	-17	-17.7
appointed	9	3	7	9	8	2	-16.9	-13.4	-16.3
appointment	11	3	6	7	8	6	-14	-16.4	-13.8
appointments	12	3	6	8	8	6	-17.1	-17.4	-16.9
appreciate	10	4	5	7	2	5	-12.8	-17.9	-12.3
appreciated	11	5	6	10	2	5	-16.5	-16.9	-16.2
appreciation	12	5	5	6	7	5	-16.6	-18.3	-16.3
apprentice	10	3	2	2	1	2	-17	-15.8	-17.7
approach	8	2	14	21	17	13	-14.9	-14.4	-14.3
approached	10	2	5	10	9	4	-17.2	-16	-16.6
approaches	10	3	14	22	17	13	-17.2	-15.9	-16.9
approaching	11	3	9	13	13	7	-15	-16.5	-15
appropriate	11	4	3	7	1	2	-15.3	-14.8	-15
appropriated	12	5	2	8	1	2	-21.7	-21.2	-20.7
appropriately	13	5	1	4	0	0	-19.1	-18.7	-18.6
appropriation	13	5	3	1	5	3	-21.9	-22.2	-21.4
appropriations	14	5	3	2	5	3	-21.2	-20.6	-19.8
approval	8	3	4	5	18	4	-16.1	-15.6	-15.6
approvals	9	3	4	6	18	4	-22.1	-22.2	-21.6
approve	7	2	2	3	5	2	-15.6	-16.8	-15.2
approved	8	2	3	5	5	2	-16.4	-14.7	-16
approves	8	2	2	4	5	2	-19.4	-20.2	-18.9
approving	9	3	4	10	9	3	-20.6	-18.7	-20.4
approx	6	3	0	0	0	0	-21.1	-17.7	-24.4
approximate	11	4	5	9	11	2	-19.7	-16.7	-18.4
approximately	13	5	1	8	0	0	-16.7	-13.4	-15.8
approximation	13	5	4	4	6	4	-21.4	-17.4	-22.8
apps	4	1	0	0	0	0	-20	-18	-21
apr	3	3	1	2	0	1	-22.5	-15.7	-23.4
april	5	2	1	2	0	1	-13.9	-10.7	-14.3
apt	3	1	4	8	0	0	-18.4	-18.2	-17.9
aqua	4	2	1	5	0	1	-17.9	-16.7	-18.2
aquarium	8	4	1	2	1	2	-17.3	-16.9	-17.2
aquatic	7	3	3	0	0	1	-19.2	-15.8	-19.6
arab	4	2	2	2	8	2	-17.1	-14.1	-16.9
arabia	6	4	1	2	0	0	-18.4	-14.7	-18.1
arabian	7	4	4	2	8	2	-18.7	-15	-18.4
arabic	6	3	2	2	0	1	-17.2	-13.4	-16.9
arabs	5	2	2	2	8	2	-17.8	-15.7	-17.6
arafat	6	3	1	2	0	0	-21.4	-18.1	-24.4
arbitrary	9	4	1	0	0	0	-19	-17.7	-18.7
arbitration	11	4	2	2	0	2	-20.4	-18.1	-19.8
arbor	5	2	3	6	1	3	-19.2	-17.6	-19.1
arcade	6	2	2	1	3	2	-17.4	-16.3	-17.6
arcadia	7	4	1	1	0	0	-20.5	-18.1	-18.8
arch	4	1	8	13	27	5	-16.8	-15.8	-16.8
archaeological	14	6	1	3	0	0	-19.5	-15.6	-18.8
archaeology	11	5	1	1	12	1	-19.4	-16.7	-19.1
archbishop	10	3	1	0	1	1	-18	-15	-16.8
archer	6	2	3	4	1	2	-17.5	-16.3	-16.2
archery	7	3	1	0	0	1	-19.1	-18.4	-19
architect	9	3	1	1	2	1	-16.1	-14.5	-16
architects	10	3	1	2	2	1	-18.8	-15.6	-18.6
architectural	13	5	1	0	0	0	-19	-16.2	-18.3
architecture	12	4	4	1	5	5	-17.3	-13.4	-17
architectures	13	4	4	2	5	5	-26.4	-18.2	-23.4
archival	8	3	1	0	0	0	-23.1	-19	-22.8
archive	7	2	2	1	1	2	-18.9	-15.2	-18.3
archived	8	2	1	2	0	1	-22.8	-18.4	-22.4
archives	8	2	3	2	1	3	-18.3	-16.1	-17.4
arctic	6	2	4	13	0	1	-17.8	-14.6	-17.7
arden	5	2	0	0	0	0	-17.7	-19.4	-24.4
are	3	1	14	13	185	5	-26.4	-22.2	-24.4
area	4	3	6	9	99	6	-13	-9.8	-12.5
areas	5	3	6	10	99	6	-16.3	-11.3	-15.5
arena	5	3	4	9	16	4	-16.8	-14.2	-16.8
argentina	9	4	2	3	0	1	-17.2	-13.7	-17.3
args	4	3	0	0	0	0	-26.4	-22.2	-24.4
arguably	8	4	1	0	0	0	-20.1	-17.6	-20.1
argue	5	2	3	5	8	2	-14.7	-15.1	-14.4
argued	6	2	3	6	8	2	-17.5	-14.4	-17.3
argues	6	2	3	6	8	2	-20.1	-16.6	-20
arguing	7	3	4	13	13	3	-15.1	-16.1	-15.3
argument	8	3	7	15	18	8	-15	-14.2	-14.6
arguments	9	3	7	16	18	8	-16.9	-14.7	-16.5
argus	5	2	2	2	0	2	-19.9	-19.9	-20
arial	5	3	0	0	0	0	-20.8	-19.4	-24.4
ariel	5	3	0	0	0	0	-17.6	-17.1	-15.9
arise	5	2	7	16	21	5	-17	-16.6	-17.1
arises	6	3	7	17	21	5	-19	-17.4	-18.6
arising	7	3	7	17	21	5	-20.1	-17.4	-20.4
aristotle	9	4	1	1	0	0	-18.5	-15.2	-18.4
arithmetic	10	4	2	1	1	1	-18.6	-15.8	-18.1
arizona	7	4	2	4	0	1	-16.8	-14.3	-15.2
ark	3	1	2	2	0	1	-17.1	-15.9	-16.7
arkansas	8	3	2	4	0	0	-18.7	-14	-17.7
arlington	9	3	1	1	0	0	-19.5	-17.4	-18.6
arm	3	1	8	9	33	7	-13.1	-14.2	-12.7
armani	6	3	0	0	0	0	-18	-17.1	-24.4
armed	5	1	5	4	4	1	-15.1	-14.1	-14.2
armenia	7	4	1	3	0	0	-21.1	-14	-20.7
armenian	8	4	4	3	0	3	-18.6	-13.4	-17.8
armies	6	2	3	8	5	3	-17.8	-14.5	-16.9
armor	5	2	4	1	2	4	-16.1	-14.6	-15.8
armour	6	2	4	1	2	4	-17.6	-18.9	-17.9
arms	4	1	10	17	41	9	-13	-13	-12.8
armstrong	9	2	2	4	0	0	-16.7	-15.6	-16.3
army	4	2	3	7	5	3	-12.9	-11.2	-12.3
arnold	6	2	2	3	0	0	-15.5	-13.8	-15.6
aromatherapy	12	6	1	0	0	1	-20.4	-20.2	-20.4
arose	5	2	7	17	21	5	-19.2	-16.3	-19
around	6	2	10	9	0	0	-9.6	-9.9	-9.2
arrange	7	2	7	12	49	7	-14.8	-16.7	-14.7
arranged	8	2	10	15	49	7	-14.8	-14.3	-14.7
arrangement	11	3	6	8	40	6	-15.9	-14.9	-15.5
arrangements	12	3	6	9	40	6	-15.7	-16.6	-15.4
arranging	9	3	8	15	52	8	-17.9	-17.9	-17.8
array	5	2	6	6	11	6	-18.5	-15.5	-17.6
arrays	6	2	6	7	11	6	-23.6	-18.4	-22
arrest	6	2	6	21	3	6	-13.3	-15.1	-12.8
arrested	8	3	4	16	1	4	-13.9	-13.7	-13.6
arrival	7	3	3	3	13	3	-15.9	-15.3	-15.6
arrivals	8	3	3	4	13	3	-19.3	-19.4	-19
arrive	6	2	2	5	10	1	-14.4	-15.1	-14.5
arrived	7	2	2	6	10	1	-13.3	-13.6	-13.4
arrives	7	2	2	6	10	1	-15.6	-15.2	-15.5
arriving	8	3	2	6	10	1	-15.8	-16.4	-15.7
arrow	5	2	2	1	3	2	-15.6	-15.3	-15.7
arrows	6	2	2	2	3	2	-17	-15.6	-16.9
arsenal	7	3	3	2	0	3	-17.2	-15.5	-17.7
art	3	1	4	8	43	4	-12.7	-11.4	-12.5
artery	6	3	2	2	76	2	-17.8	-17.1	-16.3
arthritis	9	3	1	0	4	1	-17.8	-17.3	-17.7
arthur	6	2	2	5	0	0	-13.6	-13.2	-13.6
article	7	3	5	1	21	6	-14.7	-11.7	-14.4
articles	8	3	5	2	21	6	-16.7	-11.9	-16.1
articulate	10	4	7	13	29	4	-18.6	-19.9	-18
artifacts	9	3	1	2	45	1	-18.3	-16.5	-18.1
artificial	10	4	3	4	0	0	-16.5	-14.7	-16.4
artist	6	2	1	1	23	1	-14	-12.6	-13.9
artistic	8	3	3	2	0	0	-16.2	-14.8	-16.4
artists	7	2	1	2	23	1	-15.6	-12.6	-15.7
arts	4	1	5	12	63	5	-15.1	-12.7	-15.5
artwork	7	2	1	3	2	1	-18.2	-15.9	-18.1
aruba	5	3	1	1	0	0	-19.6	-17.5	-24.4
as	2	1	10	21	2	8	-26.4	-22.2	-24.4
asap	4	4	1	1	0	0	-17.2	-22.2	-17.1
asbestos	8	3	1	0	2	1	-18.5	-18.7	-18.3
ascending	9	3	10	9	6	8	-20.2	-18.5	-19.2
ascertain	9	3	4	12	19	2	-19.4	-22.2	-18.8
ascii	5	2	1	2	0	1	-26.4	-16.8	-24.4
asean	5	3	1	2	0	1	-24.8	-18.5	-24.4
ash	3	1	4	1	15	4	-15.8	-14.6	-15.5
ashamed	7	2	1	0	0	0	-13.7	-17.8	-13.9
ashanti	7	3	0	0	0	0	-22.2	-19	-20.4
ashes	5	2	4	2	15	4	-15.6	-16	-15.4
asheville	9	2	1	1	0	0	-23.4	-19.9	-24.4
ashland	7	2	0	0	0	0	-22.1	-18.1	-24.4
ashlee	6	3	0	0	0	0	-22.3	-19.6	-24.4
ashley	6	2	0	0	0	0	-14.6	-16.4	-24.4
asia	4	2	2	1	0	1	-16.7	-12	-16.3
asian	5	2	2	2	51	2	-16	-13.8	-16.3
aside	5	2	8	7	0	2	-14.1	-15.3	-14.1
ask	3	1	7	11	13	5	-10	-13.8	-9.8
asked	5	1	7	12	13	5	-11.3	-12.4	-10.9
asking	6	2	8	13	24	6	-12	-14.9	-11.7
asks	4	1	7	12	13	5	-14.6	-14.1	-14.6
asleep	6	2	5	7	0	0	-13.2	-15.9	-13.1
aspect	6	2	5	10	17	5	-16.9	-15.6	-16.7
aspects	7	2	5	11	17	5	-17.8	-14.7	-17.3
aspirations	11	4	4	7	5	4	-18.8	-18.3	-18.4
ass	3	1	6	44	4	5	-11.4	-17.5	-10.9
assault	7	2	7	15	28	5	-15.6	-15.7	-14.6
assay	5	2	6	5	17	6	-22.8	-21.2	-21.4
assemble	8	3	3	10	19	3	-17.2	-18.2	-17
assembled	9	3	3	11	19	3	-17.7	-17.2	-17.1
assemblies	10	3	6	6	19	6	-22	-17.3	-21.6
assembly	8	3	6	5	19	6	-16.5	-13.2	-16.4
assert	6	2	4	10	8	4	-19.5	-18.5	-18.9
asserted	8	3	5	11	8	4	-21.7	-17.9	-24.4
assertion	9	3	2	4	9	2	-21.2	-19.4	-20.6
asserts	7	2	4	11	8	4	-22.3	-18.6	-20.7
asses	5	2	4	39	4	4	-15.6	-20.2	-15.2
assess	6	2	8	45	10	8	-18.6	-18.7	-18
assessed	8	2	4	7	6	4	-20.6	-18.5	-19.8
assessing	9	3	4	7	6	4	-20.4	-19	-19.6
assessment	10	3	4	3	14	4	-18.1	-16.8	-17.1
assessments	11	3	4	4	14	4	-21.5	-21.2	-20.8
asset	5	2	1	1	3	1	-17.3	-17.7	-16.8
assets	6	2	2	2	24	2	-16.7	-16.8	-16.3
asshole	7	2	2	13	0	2	-13	-18.7	-12.8
assign	6	2	8	12	30	7	-18	-17.7	-17.3
assigned	8	2	9	13	30	7	-16.2	-14.6	-15.1
assigning	9	3	9	14	31	8	-19.4	-18.3	-18.9
assignment	10	3	6	6	16	6	-15.2	-18.2	-14.5
assignments	11	3	6	7	16	6	-17.6	-18.6	-16.9
assigns	7	2	8	13	30	7	-21.8	-18.1	-20.9
assist	6	2	5	7	26	5	-16.3	-15.9	-15.7
assistance	10	3	2	3	12	2	-15.8	-15.8	-15.2
assistant	9	3	2	4	27	1	-13.6	-14.2	-13.7
assistants	10	3	1	4	27	1	-17.4	-17.4	-17.4
assisted	8	3	4	8	14	3	-18.7	-16.7	-17.9
assisting	9	3	3	7	14	3	-18.9	-18.5	-18
assists	7	2	5	8	26	5	-20.8	-16.3	-20.4
associate	9	4	9	15	27	8	-15.9	-15.8	-15.5
associated	10	5	3	11	10	3	-17.3	-13.2	-16.7
associates	10	4	8	16	27	8	-17.1	-16	-16.4
association	11	5	8	5	26	8	-15.9	-12.4	-15.7
associations	12	5	8	6	26	8	-20.2	-16.1	-19.8
assorted	8	3	4	14	14	2	-18.8	-19.9	-18.8
assortment	10	3	2	14	13	2	-19.6	-20.2	-19.2
assume	6	2	9	21	15	9	-14.3	-16.2	-13.6
assumed	7	2	10	26	15	9	-15.5	-15.3	-15.2
assumes	7	2	9	22	15	9	-19.2	-17.5	-18.5
assuming	8	3	10	24	15	9	-15.9	-16.5	-15.2
assumption	10	3	7	11	11	7	-17.9	-17.1	-17
assumptions	11	3	7	12	11	7	-19.3	-17.2	-18.2
assurance	9	3	4	6	5	4	-18.7	-18	-17.7
assure	6	2	6	12	15	5	-14.6	-18.9	-14.4
assured	7	2	8	13	15	5	-16.2	-18	-16.1
asterisk	8	3	2	1	0	2	-20.4	-18.9	-19.8
asthma	6	2	1	2	1	1	-17	-17.4	-16.7
aston	5	2	0	0	0	0	-19.1	-16.8	-24.4
astro	5	2	0	0	0	0	-18.1	-18.3	-24.4
astrology	9	4	1	1	1	1	-18.7	-17.2	-18.8
astronomical	12	5	2	2	0	0	-19.4	-15.4	-19.2
astronomy	9	4	1	1	7	1	-18.6	-14.7	-18.3
astros	6	2	0	0	0	0	-21.9	-17.8	-24.4
asus	4	2	0	0	0	0	-26.4	-20.6	-24.4
asylum	6	3	2	8	4	2	-16.7	-16.1	-16.5
